TIME,value
1999-08-11 00:39:42,1.0
1999-08-11 01:39:41,0.0
1999-08-11 02:39:42,0.0
1999-08-11 03:39:42,1.0
1999-08-11 04:38:52,0.0
1999-08-11 05:39:42,1.0
1999-08-11 07:39:42,1.0
1999-08-11 08:39:42,3.0
1999-08-11 11:39:42,1.0
1999-08-11 13:39:42,3.0
1999-08-11 14:39:42,5.0
1999-08-11 18:37:57,4.0
1999-08-11 19:37:58,9.0
1999-08-11 20:37:57,5.0
1999-08-11 21:37:58,6.0
1999-08-11 22:37:08,0.0
1999-08-11 23:37:57,4.0
1999-08-12 00:37:58,2.0
1999-08-12 01:37:58,1.0
1999-08-12 02:37:58,3.0
1999-08-12 03:37:57,3.0
1999-08-12 04:37:08,1.0
1999-08-12 05:37:58,3.0
1999-08-12 06:37:58,4.0
1999-08-12 07:37:57,6.0
1999-08-12 08:37:58,3.0
1999-08-12 09:37:58,6.0
1999-08-12 10:37:08,0.0
1999-08-12 12:37:58,5.0
1999-08-12 13:37:57,2.0
1999-08-12 14:37:58,4.0
1999-08-12 15:37:58,5.0
1999-08-12 16:37:08,28.0
1999-08-12 17:37:58,5.0
1999-08-12 18:37:57,37.0
1999-08-12 19:37:58,10.0
1999-08-12 20:37:58,5.0
1999-08-12 21:37:58,5.0
1999-08-12 22:37:08,0.0
1999-08-12 23:37:57,4.0
1999-08-13 00:37:57,4.0
1999-08-13 01:37:57,2.0
1999-08-13 02:37:58,2.0
1999-08-13 03:37:58,2.0
1999-08-13 04:37:08,0.0
1999-08-13 05:37:57,5.0
1999-08-13 06:37:58,7.0
1999-08-13 07:37:58,4.0
1999-08-13 08:37:58,5.0
1999-08-13 09:37:58,4.0
1999-08-13 10:37:08,0.0
1999-08-13 11:37:57,9.0
1999-08-13 12:37:58,7.0
1999-08-13 13:37:58,6.0
1999-08-13 14:37:57,8.0
1999-08-13 15:37:58,6.0
1999-08-13 16:37:08,0.0
1999-08-13 17:37:58,6.0
1999-08-13 18:37:57,4.0
1999-08-13 19:37:57,8.0
1999-08-13 20:37:57,7.0
1999-08-13 21:37:57,2.0
1999-08-13 22:37:08,0.0
1999-08-13 23:37:57,4.0
1999-08-14 00:37:58,7.0
1999-08-14 01:37:58,2.0
1999-08-14 02:37:57,3.0
1999-08-14 03:37:57,5.0
1999-08-14 04:37:08,0.0
1999-08-14 05:37:57,7.0
1999-08-14 06:37:58,8.0
1999-08-14 07:37:57,6.0
1999-08-14 08:37:58,8.0
1999-08-14 09:37:58,6.0
1999-08-14 10:37:07,0.0
1999-08-14 11:37:57,4.0
1999-08-14 12:37:57,3.0
1999-08-14 13:37:56,3.0
1999-08-14 14:37:58,3.0
1999-08-14 15:37:57,4.0
1999-08-14 16:37:08,0.0
1999-08-14 17:37:57,0.0
1999-08-14 18:37:58,6.0
1999-08-14 19:37:58,8.0
1999-08-14 20:37:58,9.0
1999-08-14 21:37:57,8.0
1999-08-14 22:37:08,0.0
1999-08-14 23:37:57,6.0
1999-08-15 00:37:57,6.0
1999-08-15 01:37:58,4.0
1999-08-15 02:37:57,4.0
1999-08-15 03:37:58,4.0
1999-08-15 04:37:08,0.0
1999-08-15 05:37:58,4.0
1999-08-15 06:37:57,4.0
1999-08-15 07:37:58,4.0
1999-08-15 08:37:58,6.0
1999-08-15 09:37:58,11.0
1999-08-15 10:37:08,1.0
1999-08-15 11:37:57,4.0
1999-08-15 12:37:57,3.0
1999-08-15 13:37:58,4.0
1999-08-15 14:37:58,1.0
1999-08-15 15:37:58,1.0
1999-08-15 17:37:57,4.0
1999-08-15 18:38:00,5.0
1999-08-15 19:37:58,3.0
1999-08-15 20:37:58,5.0
1999-08-15 21:37:58,5.0
1999-08-15 22:37:08,0.0
1999-08-15 23:37:58,2.0
1999-08-16 00:37:57,2.0
1999-08-16 01:37:57,2.0
1999-08-16 02:37:58,4.0
1999-08-16 03:37:58,2.0
1999-08-16 04:37:08,0.0
1999-08-16 05:37:58,1.0
1999-08-16 06:37:58,4.0
1999-08-16 07:37:58,5.0
1999-08-16 09:37:57,5.0
1999-08-16 10:37:08,1.0
1999-08-16 11:37:57,4.0
1999-08-16 12:37:57,3.0
1999-08-16 13:37:58,2.0
1999-08-16 14:37:57,1.0
1999-08-16 15:37:57,5.0
1999-08-16 16:37:07,0.0
